date,board,type,name,status
2011-11-22 18:45:00,Board of Aldermen,Caucus,William A. White Jr.,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,William M. Roche,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Maryann M. Heuston,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Thomas F. Taylor,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Tony Lafuente,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Sean T. O'Donovan,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Rebekah Gewirtz,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Robert C. Trane,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Absent
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-11-22 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,Matt Buckley,Present
2011-12-01 18:30:00,Legislative Matters Committee,Committee Meeting,Tony Lafuente,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Thomas Pasquarello,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Stan Koty,Present
2011-12-05 17:30:00,Finance Committee,Committee Meeting,Ed Bean,Present
2011-12-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-12-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Present
2011-12-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-12-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-12-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Dave Shapiro,Present
2011-12-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Leo Martini,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,William M. Roche,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas Pasquarello,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Michael Glavin,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Dave Fallon,Present
2011-12-07 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Timothy Toomey,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,John M Connolly,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Bruce M. Desmond,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Dennis M. Sullivan,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,William A. White Jr.,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,William M. Roche,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Maryann M. Heuston,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Thomas F. Taylor,Absent
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Walter F. Pero,Absent
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Sean T. O'Donovan,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Rebekah Gewirtz,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Robert C. Trane,Excused
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Joseph Curtatone,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Anne Thomas,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Ed Bean,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Michael Glavin,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Steven Azar,Present
2011-12-08 18:00:00,District Improvement Financing Governing Board,Regular Meeting,Marc Levye,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-12-08 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Absent
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Kevin Kelleher,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas Pasquarello,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Frank Wright,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Corey Mashburn,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Sonia Durai,Present
2011-12-12 19:00:00,Public Health and Public Safety Committee,Committee Meeting,David Lutes,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Michael Glavin,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Steve Azar,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Ed Bean,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Thomas Pasquarello,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Robert Collins,Present
2011-12-14 18:00:00,Finance Committee,Committee Meeting,Ginger Barrett,Present
2011-12-14 18:45:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-12-14 18:45:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Absent
2011-12-14 18:45:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-12-14 18:45:00,Licenses and Permits Committee,Committee Meeting,Rebekah L. Gewirtz,Present
2011-12-14 19:30:00,Housing and Community Development Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-12-14 19:30:00,Housing and Community Development Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-12-14 19:30:00,Housing and Community Development Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-12-14 19:30:00,Housing and Community Development Committee,Committee Meeting,Michael Glavin,Present
2011-12-14 19:30:00,Housing and Community Development Committee,Committee Meeting,Dana LeWinter,Present
2011-12-15 18:00:00,Land Use Committee,Committee Meeting,William A. White Jr.,Present
2011-12-15 18:00:00,Land Use Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-12-15 18:00:00,Land Use Committee,Committee Meeting,Sean T. O'Donovan,Absent
2011-12-15 18:00:00,Land Use Committee,Committee Meeting,John M Connolly,Present
2011-12-15 18:00:00,Land Use Committee,Committee Meeting,George Proakis,Present
2011-12-15 18:00:00,Land Use Committee,Committee Meeting,Members of the Planning Board,Present
2011-12-15 18:00:00,Land Use Committee,Committee Meeting,Bruce M. Desmond,Present
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-12-15 18:30:00,Legislative Matters Committee,Committee Meeting,George Proakis,Present
2011-12-20 17:30:00,Public Utilities and Public Works Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-12-20 17:30:00,Public Utilities and Public Works Committee,Committee Meeting,John M Connolly,Present
2011-12-20 17:30:00,Public Utilities and Public Works Committee,Committee Meeting,Robert C. Trane,Absent
2011-12-20 17:30:00,Public Utilities and Public Works Committee,Committee Meeting,Maryann M. Heuston,Present
2011-12-20 17:30:00,Public Utilities and Public Works Committee,Committee Meeting,Stan Koty,Present
2011-12-20 17:30:00,Public Utilities and Public Works Committee,Committee Meeting,Annemarie Walsh,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Absent
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Matthew Dias,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Robert Collins,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-12-20 18:00:00,Finance Committee,Committee Meeting,Daren Costa,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-12-20 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
