date,board,type,name,status
2012-02-22 18:00:00,Finance Committee,Committee Meeting,Tony Pierantozzi,Present
2012-02-22 18:00:00,Finance Committee,Committee Meeting,Mary Jo Rossetti,Present
2012-02-22 18:00:00,Finance Committee,Committee Meeting,Paul Bockelman,Present
2012-02-22 18:00:00,Finance Committee,Committee Meeting,Arn Franzen,Present
2012-02-22 18:00:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2012-02-21 18:00:00,Traffic and Parking Committee,Committee Meeting,William M. Roche,Present
2012-02-21 18:00:00,Traffic and Parking Committee,Committee Meeting,Robert C. Trane,Present
2012-02-21 18:00:00,Traffic and Parking Committee,Committee Meeting,Tony Lafuente,Absent
2012-02-21 18:00:00,Traffic and Parking Committee,Committee Meeting,Dennis M. Sullivan,Present
2012-02-21 18:00:00,Traffic and Parking Committee,Committee Meeting,Omar Boukili,Present
2012-02-21 18:00:00,Traffic and Parking Committee,Committee Meeting,Matthew Dias,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Absent
2012-02-09 19:00:00,Board of Aldermen,Regular Meeting,Tony Lafuente,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,Rebekah Gewirtz,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,Maryann M. Heuston,Absent
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,Sean T. O'Donovan,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,Bruce M. Desmond,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,John M Connolly,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,William M. Roche,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,David Lutes,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,Stan Koty,Present
2012-02-09 18:00:00,Environment and Energy Special Committee,Committee Meeting,Alicia Berta,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,John M Connolly,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Robert C. Trane,Absent
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,William M. Roche,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Bruce M. Desmond,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Michael Glavin,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Anne Thomas,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Paul Upton,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Paulette Renault-Caragianes,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Eddie Nuzzo,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,Ed Bean,Present
2012-02-08 18:30:00,Finance Committee,Committee Meeting,David Webster,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Bruce M. Desmond,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,William M. Roche,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Rebekah Gewirtz,Absent
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Maryann M. Heuston,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,William A. White Jr.,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Thomas F. Taylor,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,John M Connolly,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Omar Boukili,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Michael Glavin,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Karthik Viswanathan,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Thomas Champion,Present
2012-02-08 18:00:00,Information Technology Committee,Committee Meeting,Ed Bean,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Absent
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Dave Shapiro,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Brian Doherty,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Michael Glavin,Present
2012-02-07 18:00:00,Legislative Matters Committee,Committee Meeting,Eddie Nuzzo,Present
2012-02-06 18:30:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2012-02-06 18:30:00,Public Health and Public Safety Committee,Committee Meeting,William M. Roche,Absent
2012-02-06 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Rebekah Gewirtz,Present
2012-02-06 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Tony Lafuente,Present
2012-02-06 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2012-02-06 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Michael Cabral,Present
2012-02-06 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2012-02-01 18:30:00,Senior Services Committee,Committee Meeting,Robert C. Trane,Present
2012-02-01 18:30:00,Senior Services Committee,Committee Meeting,William A. White Jr.,Present
2012-02-01 18:30:00,Senior Services Committee,Committee Meeting,John M Connolly,Present
2012-02-01 18:30:00,Senior Services Committee,Committee Meeting,Maryann M. Heuston,Present
2012-02-01 18:30:00,Senior Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2012-02-01 18:30:00,Senior Services Committee,Committee Meeting,Cindy Hickey,Present
2012-02-01 18:30:00,Senior Services Committee,Committee Meeting,Terry Smith,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2012-01-26 19:00:00,Board of Aldermen,Regular Meeting,Tony Lafuente,Absent
2012-01-24 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Sean T. O'Donovan,Present
2012-01-24 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Robert C. Trane,Present
2012-01-24 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,John M Connolly,Present
2012-01-24 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Maryann M. Heuston,Present
2012-01-24 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Stan Koty,Present
2012-01-24 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Steve MacEachern,Present
2012-01-24 18:00:00,Public Utilities and Public Works Committee,Committee Meeting,Mark Reed,Present
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,William M. Roche,Present
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Rebekah Gewirtz,Absent
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Dennis M. Sullivan,Present
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Tony Lafuente,Present
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Thomas Pasquarello,Present
2012-01-23 18:30:00,Public Health and Public Safety Committee,Committee Meeting,Dave Fallon,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Maryann M. Heuston,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,William A. White Jr.,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,John M Connolly,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Robert C. Trane,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Thomas F. Taylor,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,William M. Roche,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Tony Lafuente,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Rebekah L. Gewirtz,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Dennis M. Sullivan,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Bruce M. Desmond,Absent
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Joseph Curtatone,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Janice Delory,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Frank Wright,Present
2012-01-19 19:00:00,Finance Committee,Committee of the Whole,Omar Boukili,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Maryann M. Heuston,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,William A. White Jr.,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,John M Connolly,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Robert C. Trane,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Thomas F. Taylor,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,William M. Roche,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Tony Lafuente,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Rebekah L. Gewirtz,Present
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Bruce M. Desmond,Absent
2012-01-18 18:00:00,Finance Committee,Committee of the Whole,Dennis M. Sullivan,Present
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Rebekah Gewirtz,Present
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,John M Connolly,Present
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Bruce M. Desmond,Absent
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,William A. White Jr.,Present
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Thomas F. Taylor,Absent
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,William M. Roche,Present
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Maryann M. Heuston,Absent
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Tony Lafuente,Present
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Robert C. Trane,Absent
2012-01-17 19:00:00,Legislative Matters Committee,Committee of the Whole,Dennis M. Sullivan,Absent
2012-01-17 18:55:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2012-01-17 18:55:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2012-01-17 18:55:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Absent
2012-01-17 18:55:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2012-01-17 18:55:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Absent
2012-01-17 18:55:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2012-01-17 18:55:00,Traffic and Parking Committee,Committee Meeting,William M. Roche,Present
2012-01-17 18:55:00,Traffic and Parking Committee,Committee Meeting,Robert C. Trane,Present
2012-01-17 18:55:00,Traffic and Parking Committee,Committee Meeting,Tony Lafuente,Present
2012-01-17 18:55:00,Traffic and Parking Committee,Committee Meeting,Dennis M. Sullivan,Present
2012-01-17 18:30:00,Traffic and Parking Committee,Committee Meeting,William M. Roche,Present
2012-01-17 18:30:00,Traffic and Parking Committee,Committee Meeting,Robert C. Trane,Present
2012-01-17 18:30:00,Traffic and Parking Committee,Committee Meeting,Tony Lafuente,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2012-01-12 19:00:00,Board of Aldermen,Regular Meeting,Tony Lafuente,Present
2012-01-11 18:30:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2012-01-11 18:30:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Present
2012-01-11 18:30:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2012-01-11 18:30:00,Licenses and Permits Committee,Committee Meeting,Omar Boukili,Present
2012-01-11 18:30:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2012-01-11 18:30:00,Licenses and Permits Committee,Committee Meeting,Dave Shapiro,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,John M Connolly,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Bruce M. Desmond,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Dennis M. Sullivan,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,William A. White Jr.,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,William M. Roche,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Maryann M. Heuston,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Thomas F. Taylor,Absent
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Sean T. O'Donovan,Absent
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Rebekah Gewirtz,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Robert C. Trane,Present
2012-01-10 18:00:00,Board of Aldermen,Special Meeting,Tony Lafuente,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,John M Connolly,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Bruce M. Desmond,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Dennis M. Sullivan,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,William A. White Jr.,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,William M. Roche,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Maryann M. Heuston,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Thomas F. Taylor,Absent
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Sean T. O'Donovan,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Rebekah Gewirtz,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Robert C. Trane,Present
2012-01-02 17:00:00,Board of Aldermen,Organizational Meeting,Tony Lafuente,Present
